"species","method","accuracy","pa"
"Ficedula_hypoleuca","A",0.628438238848938,"pa"
"Fringilla_coelebs","A",0.83396000930751,"pa"
"Fringilla_montifringilla","A",0.774259273930844,"pa"
"Fulica_atra","A",0.471047410158646,"pa"
"Gallinago_gallinago","A",0.32215783551432,"pa"
"Garrulus_glandarius","A",0.719596234047669,"pa"
"Gavia_arctica","A",0.299572494424613,"pa"
"Gavia_stellata","A",0.215643718833626,"pa"
"Grus_grus","A",0.549408519103899,"pa"
"Haematopus_ostralegus","A",0.644830050212302,"pa"
"Hippolais_icterina","A",0.567642378424851,"pa"
"Hirundo_rustica","A",0.746971895347317,"pa"
"Jynx_torquilla","A",0.321889385246297,"pa"
"Lagopus_lagopus","A",0.530663696258152,"pa"
"Lanius_collurio","A",0.519949165204247,"pa"
"Larus_argentatus","A",0.611613755518058,"pa"
"Larus_canus","A",0.473776738548876,"pa"
"Larus_marinus","A",0.681570635326008,"pa"
"Larus_ridibundus","A",0.628055887702526,"pa"
"Loxia_curvirostra","A",0.642475064577458,"pa"
"Loxia_pytyopsittacus","A",0.343961252240939,"pa"
"Lullula_arborea","A",0.342731310405358,"pa"
"Luscinia_luscinia","A",0.682196457182069,"pa"
"Luscinia_svecica","A",0.719827429663864,"pa"
"Mergus_merganser","A",0.355627375235564,"pa"
"Motacilla_alba","A",0.760713724998891,"pa"
"Motacilla_flava","A",0.608375728652164,"pa"
"Muscicapa_striata","A",0.538385064668226,"pa"
"Numenius_arquata","A",0.383404606960258,"pa"
"Numenius_phaeopus","A",0.478180451644386,"pa"
"Oenanthe_oenanthe","A",0.682361293657292,"pa"
"Pandion_haliaetus","A",0.232518321347478,"pa"
"Parus_ater","A",0.628243690283503,"pa"
"Parus_caeruleus","A",0.819636702476014,"pa"
"Parus_cristatus","A",0.652035714176934,"pa"
"Parus_major","A",0.851443508254121,"pa"
"Parus_montanus","A",0.510773186926488,"pa"
"Parus_palustris","A",0.47797545258981,"pa"
"Passer_domesticus","A",0.679635168302718,"pa"
"Passer_montanus","A",0.774701705061045,"pa"
"Perisoreus_infaustus","A",0.631285072388335,"pa"
"Phalacrocorax_carbo","A",0.677247580481204,"pa"
"Phasianus_colchicus","A",0.641446729413394,"pa"
"Phoenicurus_phoenicurus","A",0.421125026109173,"pa"
"Phylloscopus_collybita","A",0.34249342591758,"pa"
"Phylloscopus_sibilatrix","A",0.656168445951318,"pa"
"Phylloscopus_trochilus","A",0.516804363043953,"pa"
"Pica_pica","A",0.768881893254677,"pa"
"Picus_viridis","A",0.549164645406944,"pa"
"Pluvialis_apricaria","A",0.736431623294136,"pa"
"Podiceps_cristatus","A",0.404043410888739,"pa"
"Prunella_modularis","A",0.477942708644303,"pa"
"Pyrrhula_pyrrhula","A",0.41928079874137,"pa"
"Regulus_regulus","A",0.707544857610453,"pa"
"Saxicola_rubetra","A",0.52516677447125,"pa"
"Scolopax_rusticola","A",0.359405285606196,"pa"
"Sitta_europaea","A",0.690662334835891,"pa"
"Sterna_hirundo","A",0.443587512282121,"pa"
"Sturnus_vulgaris","A",0.839356074445114,"pa"
"Sylvia_atricapilla","A",0.849066682003686,"pa"
"Sylvia_borin","A",0.791032509487751,"pa"
"Sylvia_communis","A",0.775860742440168,"pa"
"Sylvia_curruca","A",0.687752922142441,"pa"
"Tetrao_tetrix","A",0.471398288231921,"pa"
"Tetrao_urogallus","A",0.614422120819744,"pa"
"Tringa_glareola","A",0.69461914696185,"pa"
"Tringa_nebularia","A",0.564914526186317,"pa"
"Tringa_ochropus","A",0.675230611056068,"pa"
"Tringa_totanus","A",0.545413673285599,"pa"
"Troglodytes_troglodytes","A",0.774484470553975,"pa"
"Turdus_iliacus","A",0.509990370350875,"pa"
"Turdus_merula","A",0.863981065880378,"pa"
"Turdus_philomelos","A",0.710692691226014,"pa"
"Turdus_pilaris","A",0.398183417014941,"pa"
"Turdus_torquatus","A",0.697200979421121,"pa"
"Turdus_viscivorus","A",0.648669148174248,"pa"
"Vanellus_vanellus","A",0.643478337315865,"pa"
"Acrocephalus_palustris","B",0.608916568452512,"pa"
"Acrocephalus_schoenobaenus","B",0.361080207714477,"pa"
"Acrocephalus_scirpaceus","B",0.465584470034765,"pa"
"Actitis_hypoleucos","B",0.110041740532213,"pa"
"Aegithalos_caudatus","B",0.350930304776276,"pa"
"Alauda_arvensis","B",0.792031139254719,"pa"
"Anas_crecca","B",0.159910933792441,"pa"
"Anas_platyrhynchos","B",0.578105145184551,"pa"
"Anser_anser","B",0.503287866428834,"pa"
"Anthus_pratensis","B",0.681654180361819,"pa"
"Anthus_trivialis","B",0.647884247612316,"pa"
"Apus_apus","B",0.640405917876264,"pa"
"Ardea_cinerea","B",0.483751761656877,"pa"
"Aythya_fuligula","B",0.248213281806035,"pa"
"Bonasa_bonasia","B",0.457496749159833,"pa"
"Branta_canadensis","B",0.418988879088674,"pa"
"Bucephala_clangula","B",0.301365810815503,"pa"
"Buteo_buteo","B",0.634013305649113,"pa"
"Carduelis_cannabina","B",0.671998646200148,"pa"
"Carduelis_carduelis","B",0.612020485135539,"pa"
"Carduelis_chloris","B",0.718658976226399,"pa"
"Carduelis_flammea","B",0.606961854098279,"pa"
"Carduelis_spinus","B",0.548345684120427,"pa"
"Carpodacus_erythrinus","B",0.394566876137197,"pa"
"Certhia_familiaris","B",0.603587402139721,"pa"
"Coccothraustes_coccothraustes","B",0.461470149258647,"pa"
"Columba_livia","B",0.541568180428247,"pa"
"Columba_oenas","B",0.460709598071404,"pa"
"Columba_palumbus","B",0.838242832477391,"pa"
"Corvus_corax","B",0.185151019993866,"pa"
"Corvus_corone","B",0.635462144505255,"pa"
"Corvus_monedula","B",0.775398784262072,"pa"
"Cuculus_canorus","B",0.153604658600129,"pa"
"Cygnus_cygnus","B",0.387010421785791,"pa"
"Cygnus_olor","B",0.632781857097404,"pa"
"Delichon_urbicum","B",0.517583597887948,"pa"
"Dendrocopos_major","B",0.749850946981864,"pa"
"Dryocopus_martius","B",0.577221078315649,"pa"
"Emberiza_citrinella","B",0.766459125965131,"pa"
"Emberiza_rustica","B",0.441981295492552,"pa"
"Emberiza_schoeniclus","B",0.279245330711278,"pa"
"Erithacus_rubecula","B",0.755923211743686,"pa"
"Falco_tinnunculus","B",0.208086434745818,"pa"
"Ficedula_hypoleuca","B",0.582715662252257,"pa"
"Fringilla_coelebs","B",0.812538899654392,"pa"
"Fringilla_montifringilla","B",0.740681351482896,"pa"
"Fulica_atra","B",0.427402779412565,"pa"
"Gallinago_gallinago","B",0.260166773297459,"pa"
"Garrulus_glandarius","B",0.660736743942861,"pa"
"Gavia_arctica","B",0.264127972989256,"pa"
"Gavia_stellata","B",0.197067870326857,"pa"
"Grus_grus","B",0.447917674230717,"pa"
"Haematopus_ostralegus","B",0.612507999978832,"pa"
"Hippolais_icterina","B",0.553453876164841,"pa"
"Hirundo_rustica","B",0.731072953120217,"pa"
"Jynx_torquilla","B",0.211502951092065,"pa"
"Lagopus_lagopus","B",0.491794339522246,"pa"
"Lanius_collurio","B",0.480844564479603,"pa"
"Larus_argentatus","B",0.597489238499706,"pa"
"Larus_canus","B",0.364956822233518,"pa"
"Larus_marinus","B",0.656220113140584,"pa"
"Larus_ridibundus","B",0.599730470847246,"pa"
"Loxia_curvirostra","B",0.599704738032024,"pa"
"Loxia_pytyopsittacus","B",0.308626235741123,"pa"
"Lullula_arborea","B",0.307614892017529,"pa"
"Luscinia_luscinia","B",0.642920902600739,"pa"
"Luscinia_svecica","B",0.677788198628921,"pa"
"Mergus_merganser","B",0.314010173791878,"pa"
"Motacilla_alba","B",0.751713918939495,"pa"
"Motacilla_flava","B",0.557171988263665,"pa"
"Muscicapa_striata","B",0.510968637020094,"pa"
"Numenius_arquata","B",0.372096066280312,"pa"
"Numenius_phaeopus","B",0.437422203626892,"pa"
"Oenanthe_oenanthe","B",0.668116359773704,"pa"
"Pandion_haliaetus","B",0.216709377249184,"pa"
"Parus_ater","B",0.566965707709395,"pa"
"Parus_caeruleus","B",0.773256239231282,"pa"
"Parus_cristatus","B",0.633774286337293,"pa"
"Parus_major","B",0.828070963981153,"pa"
"Parus_montanus","B",0.490277183274604,"pa"
"Parus_palustris","B",0.414738287481725,"pa"
"Passer_domesticus","B",0.66773876484516,"pa"
"Passer_montanus","B",0.755678033787449,"pa"
"Perisoreus_infaustus","B",0.603548361996235,"pa"
"Phalacrocorax_carbo","B",0.650531442723004,"pa"
"Phasianus_colchicus","B",0.605833725561707,"pa"
"Phoenicurus_phoenicurus","B",0.36101684058831,"pa"
"Phylloscopus_collybita","B",0.171085764908057,"pa"
"Phylloscopus_sibilatrix","B",0.61585454890008,"pa"
"Phylloscopus_trochilus","B",0.352286560206475,"pa"
"Pica_pica","B",0.759711416735402,"pa"
"Picus_viridis","B",0.510669532487702,"pa"
"Pluvialis_apricaria","B",0.707337711894727,"pa"
"Podiceps_cristatus","B",0.328159474175781,"pa"
"Prunella_modularis","B",0.423333799247024,"pa"
"Pyrrhula_pyrrhula","B",0.402962341161561,"pa"
"Regulus_regulus","B",0.675233875733378,"pa"
"Saxicola_rubetra","B",0.509868028482254,"pa"
"Scolopax_rusticola","B",0.285396969155544,"pa"
"Sitta_europaea","B",0.630684393872923,"pa"
"Sterna_hirundo","B",0.39243287007179,"pa"
"Sturnus_vulgaris","B",0.816719090650611,"pa"
"Sylvia_atricapilla","B",0.802955932123193,"pa"
"Sylvia_borin","B",0.774113642973863,"pa"
"Sylvia_communis","B",0.765491701952982,"pa"
"Sylvia_curruca","B",0.672214201909604,"pa"
"Tetrao_tetrix","B",0.456708415060861,"pa"
"Tetrao_urogallus","B",0.611107347663016,"pa"
"Tringa_glareola","B",0.646628689213661,"pa"
"Tringa_nebularia","B",0.515047582530631,"pa"
"Tringa_ochropus","B",0.654254762381597,"pa"
"Tringa_totanus","B",0.481828349527242,"pa"
"Troglodytes_troglodytes","B",0.732116569608714,"pa"
"Turdus_iliacus","B",0.461281236359779,"pa"
"Turdus_merula","B",0.847011095515552,"pa"
"Turdus_philomelos","B",0.667220830720888,"pa"
"Turdus_pilaris","B",0.359497650079843,"pa"
"Turdus_torquatus","B",0.613326567796459,"pa"
"Turdus_viscivorus","B",0.623706864566236,"pa"
"Vanellus_vanellus","B",0.62106318696789,"pa"
"Acrocephalus_palustris","C",0.278150510862701,"pa"
"Acrocephalus_schoenobaenus","C",0.0544048031746582,"pa"
"Acrocephalus_scirpaceus","C",-0.175586795084868,"pa"
"Actitis_hypoleucos","C",0.0802760095791661,"pa"
"Aegithalos_caudatus","C",-0.0389634343546279,"pa"
"Alauda_arvensis","C",-0.123380349178619,"pa"
"Anas_crecca","C",-0.107263618881018,"pa"
"Anas_platyrhynchos","C",-0.060959639132735,"pa"
"Anser_anser","C",0.347719218344316,"pa"
"Anthus_pratensis","C",0.0756313526740941,"pa"
"Anthus_trivialis","C",-0.0913469538246131,"pa"
"Apus_apus","C",0.0139954330207183,"pa"
"Ardea_cinerea","C",-0.0977067665284908,"pa"
"Aythya_fuligula","C",-0.0139031462710716,"pa"
"Bonasa_bonasia","C",-0.213538653907186,"pa"
"Branta_canadensis","C",0.0499343110139532,"pa"
"Bucephala_clangula","C",0.135010914991314,"pa"
"Buteo_buteo","C",0.174509654146901,"pa"
"Carduelis_cannabina","C",-0.194129530224148,"pa"
"Carduelis_carduelis","C",0.424480394912201,"pa"
"Carduelis_chloris","C",-0.141249476199993,"pa"
"Carduelis_flammea","C",0.146595074926531,"pa"
"Carduelis_spinus","C",0.0558411405089721,"pa"
"Carpodacus_erythrinus","C",0.235986065195459,"pa"
"Certhia_familiaris","C",-0.0782011332105435,"pa"
"Coccothraustes_coccothraustes","C",0.173684410350773,"pa"
"Columba_livia","C",0.214314038773821,"pa"
"Columba_oenas","C",-0.0295871383000318,"pa"
"Columba_palumbus","C",-0.0297825684742818,"pa"
"Corvus_corax","C",-0.0302210144250487,"pa"
"Corvus_corone","C",0.0842898352928122,"pa"
"Corvus_monedula","C",0.212739690421192,"pa"
"Cuculus_canorus","C",0.0965990588854494,"pa"
"Cygnus_cygnus","C",0.0359077739300404,"pa"
"Cygnus_olor","C",-0.0820033384724817,"pa"
"Delichon_urbicum","C",0.0306505974538864,"pa"
"Dendrocopos_major","C",0.0318300614467386,"pa"
"Dryocopus_martius","C",-0.0548861234199924,"pa"
"Emberiza_citrinella","C",-0.244423028010127,"pa"
"Emberiza_rustica","C",0.105356789609147,"pa"
"Emberiza_schoeniclus","C",0.024034071472986,"pa"
"Erithacus_rubecula","C",0.170070052033775,"pa"
"Falco_tinnunculus","C",-0.161771407616797,"pa"
"Ficedula_hypoleuca","C",0.00483127229269899,"pa"
"Fringilla_coelebs","C",0.315705703176632,"pa"
"Fringilla_montifringilla","C",0.251269677656529,"pa"
"Fulica_atra","C",-0.0740733718080791,"pa"
"Gallinago_gallinago","C",-0.145701986539342,"pa"
"Garrulus_glandarius","C",-0.0310877327500783,"pa"
"Gavia_arctica","C",-0.0827782245287488,"pa"
"Gavia_stellata","C",-0.00353293348024527,"pa"
"Grus_grus","C",0.0680349302872977,"pa"
"Haematopus_ostralegus","C",-0.203336484986171,"pa"
"Hippolais_icterina","C",-0.0606389900384801,"pa"
"Hirundo_rustica","C",0.0466832094007668,"pa"
"Jynx_torquilla","C",0.0284828252630043,"pa"
"Lagopus_lagopus","C",0.182645619875529,"pa"
"Lanius_collurio","C",0.0215579799315002,"pa"
"Larus_argentatus","C",-0.120892120569949,"pa"
"Larus_canus","C",0.0495976276125996,"pa"
"Larus_marinus","C",-0.229406518632966,"pa"
"Larus_ridibundus","C",-0.00222400728981643,"pa"
"Loxia_curvirostra","C",-0.0941167940530579,"pa"
"Loxia_pytyopsittacus","C",-0.0319842569366807,"pa"
"Lullula_arborea","C",0.0878625279807334,"pa"
"Luscinia_luscinia","C",-0.215435287480112,"pa"
"Luscinia_svecica","C",0.235774697843194,"pa"
"Mergus_merganser","C",0.200836871774214,"pa"
"Motacilla_alba","C",0.0462990557654466,"pa"
"Motacilla_flava","C",0.214319269166117,"pa"
"Muscicapa_striata","C",0.0533051868270256,"pa"
"Numenius_arquata","C",0.169220733053178,"pa"
"Numenius_phaeopus","C",-0.0250605908452016,"pa"
"Oenanthe_oenanthe","C",0.0340892201375508,"pa"
"Pandion_haliaetus","C",0.0904741614386109,"pa"
"Parus_ater","C",-0.119473288419191,"pa"
"Parus_caeruleus","C",0.0195301454224325,"pa"
"Parus_cristatus","C",0.0528596560352225,"pa"
"Parus_major","C",0.301322459636897,"pa"
"Parus_montanus","C",-0.00157220820166761,"pa"
"Parus_palustris","C",-0.059048193143771,"pa"
"Passer_domesticus","C",0.0210144723398323,"pa"
"Passer_montanus","C",-0.113167783242274,"pa"
"Perisoreus_infaustus","C",0.092850628442003,"pa"
"Phalacrocorax_carbo","C",0.204242682687007,"pa"
"Phasianus_colchicus","C",-0.269481561755257,"pa"
"Phoenicurus_phoenicurus","C",0.0760355724038561,"pa"
"Phylloscopus_collybita","C",0.052094651337421,"pa"
"Phylloscopus_sibilatrix","C",-0.030887628555855,"pa"
"Phylloscopus_trochilus","C",0.0585094928924346,"pa"
"Pica_pica","C",-0.110612808736693,"pa"
"Picus_viridis","C",-0.0434533461606925,"pa"
"Pluvialis_apricaria","C",0.105046295706811,"pa"
"Podiceps_cristatus","C",0.000879390882881194,"pa"
"Prunella_modularis","C",-0.128819124976322,"pa"
"Pyrrhula_pyrrhula","C",0.143997684821543,"pa"
"Regulus_regulus","C",-0.130833035550077,"pa"
"Saxicola_rubetra","C",-0.0669226463313101,"pa"
"Scolopax_rusticola","C",0.0175632530815213,"pa"
"Sitta_europaea","C",0.115955030547705,"pa"
"Sterna_hirundo","C",0.0417200929537241,"pa"
"Sturnus_vulgaris","C",-0.0983870854997308,"pa"
"Sylvia_atricapilla","C",0.210424778430848,"pa"
"Sylvia_borin","C",0.0298530103774474,"pa"
"Sylvia_communis","C",0.0257036535019523,"pa"
"Sylvia_curruca","C",0.060133524562578,"pa"
"Tetrao_tetrix","C",-0.0243847570557133,"pa"
"Tetrao_urogallus","C",0.0683117259168218,"pa"
"Tringa_glareola","C",-0.00845393645423771,"pa"
"Tringa_nebularia","C",0.0116072038555632,"pa"
"Tringa_ochropus","C",0.0743172036797233,"pa"
"Tringa_totanus","C",-0.159121394483474,"pa"
"Troglodytes_troglodytes","C",0.107478749076131,"pa"
"Turdus_iliacus","C",0.063571086807225,"pa"
"Turdus_merula","C",0.325925130559514,"pa"
"Turdus_philomelos","C",0.260968442374919,"pa"
"Turdus_pilaris","C",0.0282547999452673,"pa"
"Turdus_torquatus","C",-0.376593555300376,"pa"
"Turdus_viscivorus","C",-0.0628029881562084,"pa"
"Vanellus_vanellus","C",-0.0479984892571123,"pa"
"Acrocephalus_palustris","D",0.262014567886228,"pa"
"Acrocephalus_schoenobaenus","D",0.0556841917197475,"pa"
"Acrocephalus_scirpaceus","D",-0.19417301528045,"pa"
"Actitis_hypoleucos","D",-0.0754486186008965,"pa"
"Aegithalos_caudatus","D",-0.0571638340278386,"pa"
"Alauda_arvensis","D",-0.135873602246163,"pa"
"Anas_crecca","D",-0.0736640367372159,"pa"
"Anas_platyrhynchos","D",-0.0623001375473103,"pa"
"Anser_anser","D",0.326225399433662,"pa"
"Anthus_pratensis","D",0.0419050091409948,"pa"
"Anthus_trivialis","D",0.0646106790898544,"pa"
"Apus_apus","D",0.0233988421092625,"pa"
"Ardea_cinerea","D",-0.0595586662628821,"pa"
"Aythya_fuligula","D",0.02298316061317,"pa"
"Bonasa_bonasia","D",-0.203920800040624,"pa"
"Branta_canadensis","D",0.0450399117333789,"pa"
"Bucephala_clangula","D",0.056583255338989,"pa"
"Buteo_buteo","D",0.161732814135493,"pa"
"Carduelis_cannabina","D",-0.21962450776536,"pa"
"Carduelis_carduelis","D",0.402293738664156,"pa"
"Carduelis_chloris","D",-0.120701205273974,"pa"
"Carduelis_flammea","D",0.0699899850476843,"pa"
"Carduelis_spinus","D",0.0494133015076308,"pa"
"Carpodacus_erythrinus","D",0.171370955650535,"pa"
"Certhia_familiaris","D",-0.0757077607375981,"pa"
"Coccothraustes_coccothraustes","D",0.172446420093315,"pa"
"Columba_livia","D",0.285268288855249,"pa"
"Columba_oenas","D",-0.0278981428502288,"pa"
"Columba_palumbus","D",-0.0343400496849374,"pa"
"Corvus_corax","D",-0.00347568202678256,"pa"
"Corvus_corone","D",0.152765545133632,"pa"
"Corvus_monedula","D",0.195096145953127,"pa"
"Cuculus_canorus","D",-0.0971893582877699,"pa"
"Cygnus_cygnus","D",0.0733677135271536,"pa"
"Cygnus_olor","D",-0.129639676120287,"pa"
"Delichon_urbicum","D",0.0788739030549245,"pa"
"Dendrocopos_major","D",0.0804202745888189,"pa"
"Dryocopus_martius","D",-0.0350664896764988,"pa"
"Emberiza_citrinella","D",-0.206427973490078,"pa"
"Emberiza_rustica","D",0.0998275804138804,"pa"
"Emberiza_schoeniclus","D",-0.00320070635987973,"pa"
"Erithacus_rubecula","D",0.184544352297469,"pa"
"Falco_tinnunculus","D",-0.0627070447876462,"pa"
"Ficedula_hypoleuca","D",-0.0289951269445663,"pa"
"Fringilla_coelebs","D",0.334797897675971,"pa"
"Fringilla_montifringilla","D",0.332202946215642,"pa"
"Fulica_atra","D",-0.0826527445961516,"pa"
"Gallinago_gallinago","D",-0.0841980161510704,"pa"
"Garrulus_glandarius","D",-0.0336108334094927,"pa"
"Gavia_arctica","D",0.0341724869830777,"pa"
"Gavia_stellata","D",0.0242356841243413,"pa"
"Grus_grus","D",-0.0452683165113886,"pa"
"Haematopus_ostralegus","D",-0.207081935072717,"pa"
"Hippolais_icterina","D",-0.0752209134376642,"pa"
"Hirundo_rustica","D",0.0588523337302981,"pa"
"Jynx_torquilla","D",-0.0583208975938949,"pa"
"Lagopus_lagopus","D",0.195439156101709,"pa"
"Lanius_collurio","D",-0.0103884779539859,"pa"
"Larus_argentatus","D",-0.120351983929217,"pa"
"Larus_canus","D",0.0279013346571003,"pa"
"Larus_marinus","D",-0.192716718148462,"pa"
"Larus_ridibundus","D",0.0444079983712069,"pa"
"Loxia_curvirostra","D",-0.0364450049775367,"pa"
"Loxia_pytyopsittacus","D",0.093914690201481,"pa"
"Lullula_arborea","D",0.0353520290534056,"pa"
"Luscinia_luscinia","D",-0.230355382018796,"pa"
"Luscinia_svecica","D",0.224749991331386,"pa"
"Mergus_merganser","D",0.147070145614139,"pa"
"Motacilla_alba","D",0.0185295772009105,"pa"
"Motacilla_flava","D",0.228066357424038,"pa"
"Muscicapa_striata","D",0.004537443502214,"pa"
"Numenius_arquata","D",0.155349122541819,"pa"
"Numenius_phaeopus","D",-0.0301191720604693,"pa"
"Oenanthe_oenanthe","D",0.0552567002319331,"pa"
"Pandion_haliaetus","D",0.131006733161562,"pa"
"Parus_ater","D",-0.0916208621089749,"pa"
"Parus_caeruleus","D",0.0412046844065704,"pa"
"Parus_cristatus","D",0.050011228611644,"pa"
"Parus_major","D",0.282835969515727,"pa"
"Parus_montanus","D",0.0583381608845826,"pa"
"Parus_palustris","D",-0.0578883997980648,"pa"
"Passer_domesticus","D",-0.0256622575472279,"pa"
"Passer_montanus","D",-0.101664364878716,"pa"
"Perisoreus_infaustus","D",0.0629928336672342,"pa"
"Phalacrocorax_carbo","D",0.205127569018294,"pa"
"Phasianus_colchicus","D",-0.326969459685956,"pa"
"Phoenicurus_phoenicurus","D",0.0846201763859048,"pa"
"Phylloscopus_collybita","D",-0.0637010012082278,"pa"
"Phylloscopus_sibilatrix","D",-0.0227228686032302,"pa"
"Phylloscopus_trochilus","D",0.0272361642314043,"pa"
"Pica_pica","D",-0.0372834329472317,"pa"
"Picus_viridis","D",-0.0704766595633811,"pa"
"Pluvialis_apricaria","D",0.0963884748208981,"pa"
"Podiceps_cristatus","D",-0.0610661238282084,"pa"
"Prunella_modularis","D",-0.109403274734472,"pa"
"Pyrrhula_pyrrhula","D",0.158746704195851,"pa"
"Regulus_regulus","D",-0.109012715733315,"pa"
"Saxicola_rubetra","D",0.0138935840420131,"pa"
"Scolopax_rusticola","D",-0.013659774775145,"pa"
"Sitta_europaea","D",0.147111722162486,"pa"
"Sterna_hirundo","D",-0.00103655513648624,"pa"
"Sturnus_vulgaris","D",-0.0459001253739417,"pa"
"Sylvia_atricapilla","D",0.191792197066546,"pa"
"Sylvia_borin","D",0.0321715600632058,"pa"
"Sylvia_communis","D",0.0389178969811347,"pa"
"Sylvia_curruca","D",0.0498041183899654,"pa"
"Tetrao_tetrix","D",0.029189863679845,"pa"
"Tetrao_urogallus","D",-0.0310788342236251,"pa"
"Tringa_glareola","D",-0.0240217916871176,"pa"
"Tringa_nebularia","D",0.0250798061551064,"pa"
"Tringa_ochropus","D",0.0534828175869277,"pa"
"Tringa_totanus","D",-0.173295914335504,"pa"
"Troglodytes_troglodytes","D",0.0706094133584596,"pa"
"Turdus_iliacus","D",0.0598099688549842,"pa"
"Turdus_merula","D",0.312320980994865,"pa"
"Turdus_philomelos","D",0.302444235821755,"pa"
"Turdus_pilaris","D",0.0254125394535938,"pa"
"Turdus_torquatus","D",-0.201283604032205,"pa"
"Turdus_viscivorus","D",-0.0568331704352533,"pa"
"Vanellus_vanellus","D",-0.0505687154307756,"pa"
